Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label,Age,Gender,City,Profession,Monthly_Income_PKR,Account_Type,Account_Age_Years
TXN_49717,USER_5843,35719.6,ATM Withdrawal,2023-04-12 10:16:00,12060638.8,Laptop,Peshawar,Travel,0,0,7,39160.8,0,Visa,228,3424.04,OTP,0.7918,1,0,31,Female,Hyderabad,Freelancer,180000,Savings,2.5
TXN_42294,USER_2756,4267.2,POS,2023-12-07 08:06:00,17191143.2,Tablet,Islamabad,Travel,0,0,9,55484.8,2,Amex,195,840.45,PIN,0.5575,0,0,63,Female,Quetta,Business Owner,926000,Salary,1.7
TXN_47609,USER_4265,22512.0,POS,2023-01-18 06:08:00,16910432.0,Laptop,Lahore,Travel,0,0,10,81877.6,4,Mastercard,95,4530.61,Biometric,0.8746,0,1,65,Male,Islamabad,Business Owner,958000,Savings,13.6
TXN_11076,USER_7471,876.4,POS,2023-04-27 06:32:00,9720774.0,Tablet,Islamabad,Restaurants,0,0,8,74720.8,2,Amex,87,2351.65,Biometric,0.4547,0,0,21,Male,Faisalabad,Business Owner,910000,Savings,9.5
TXN_41514,USER_8456,2668.4,Online,2023-08-18 15:21:00,16835070.0,Mobile,Rawalpindi,Groceries,0,0,10,108984.4,0,Amex,206,3951.42,PIN,0.3199,1,0,38,Male,Quetta,Retired,57000,Savings,2.9
TXN_22062,USER_5964,6924.4,Bank Transfer,2023-07-22 00:15:00,7364515.2,Tablet,Lahore,Clothing,0,1,2,50764.0,2,Amex,162,1199.1,Biometric,0.8063,1,0,38,Female,Lahore,Retired,47000,Savings,9.6
TXN_9413,USER_8631,38698.8,POS,2023-12-24 09:13:00,10717935.2,Tablet,Lahore,Electronics,0,0,2,118826.4,1,Mastercard,158,4183.86,PIN,0.703,0,0,31,Female,Karachi,Driver,32000,Current,3.9
TXN_38340,USER_3125,11096.4,Bank Transfer,2023-04-25 12:12:00,2393742.4,Mobile,Rawalpindi,Travel,0,0,13,92327.2,4,Visa,17,4940.9,Password,0.5676,0,1,63,Male,Multan,Student,26000,Savings,3.7
TXN_30263,USER_8150,3295.6,ATM Withdrawal,2023-11-10 20:46:00,12009544.4,Mobile,Peshawar,Groceries,0,1,5,121637.6,4,Discover,106,1296.27,Biometric,0.7972,1,1,49,Female,Peshawar,Freelancer,341000,Savings,10.1
TXN_41252,USER_8968,36181.6,Bank Transfer,2023-05-18 18:25:00,5405503.6,Mobile,Peshawar,Clothing,0,0,13,103188.4,3,Discover,44,665.43,PIN,0.7823,0,0,49,Female,Hyderabad,Doctor,389000,Salary,9.5
TXN_14644,USER_6129,3740.8,Bank Transfer,2023-07-13 16:27:00,3394224.4,Tablet,Lahore,Groceries,0,0,6,101724.0,0,Visa,159,142.32,PIN,0.8096,0,0,32,Male,Peshawar,Student,22000,Current,2.1
TXN_26335,USER_6910,76420.4,POS,2023-03-10 02:01:00,9794873.2,Mobile,Peshawar,Groceries,0,0,4,35845.6,3,Mastercard,121,4510.4,Biometric,0.3406,0,0,45,Female,Multan,Teacher,103000,Savings,5.2
TXN_28102,USER_6333,6633.2,POS,2023-02-16 03:22:00,6895492.8,Mobile,Rawalpindi,Restaurants,0,0,13,6655.6,2,Amex,25,2506.35,Biometric,0.6866,0,0,70,Female,Rawalpindi,Doctor,272000,Current,1.8
TXN_17523,USER_4369,19826.8,ATM Withdrawal,2023-10-08 19:40:00,27721436.4,Tablet,Islamabad,Electronics,0,0,3,101586.8,3,Visa,211,3089.62,Biometric,0.5454,1,0,28,Male,Faisalabad,Engineer,232000,Current,12.0
TXN_24712,USER_5004,6336.4,Bank Transfer,2023-05-07 04:16:00,24044445.6,Mobile,Lahore,Groceries,0,0,3,78990.8,3,Discover,163,817.02,OTP,0.3183,1,0,48,Female,Peshawar,Housewife,20000,Savings,4.4
TXN_40485,USER_1299,25835.6,ATM Withdrawal,2023-08-31 05:34:00,19365150.0,Mobile,Islamabad,Travel,0,0,14,83025.6,4,Mastercard,185,4627.43,Password,0.9537,0,1,59,Male,Quetta,Retired,35000,Savings,6.6
TXN_3850,USER_5589,31561.6,ATM Withdrawal,2023-02-24 10:48:00,23990030.4,Tablet,Peshawar,Clothing,0,0,5,112876.4,3,Discover,64,229.77,Biometric,0.1398,0,0,22,Female,Peshawar,Business Owner,474000,Savings,14.9
TXN_40040,USER_4320,59855.6,ATM Withdrawal,2023-09-12 12:46:00,12537184.8,Mobile,Islamabad,Clothing,0,0,11,125904.8,2,Amex,179,3352.98,Password,0.1848,1,0,66,Female,Lahore,Salaried Employee,146000,Savings,6.9
TXN_15267,USER_7970,856.8,Bank Transfer,2023-03-14 18:56:00,21182142.8,Laptop,Karachi,Electronics,0,0,3,109592.0,0,Discover,62,1855.93,OTP,0.0077,0,0,49,Male,Multan,Doctor,539000,Salary,14.9
TXN_49146,USER_7335,86444.4,Bank Transfer,2023-07-18 22:17:00,235662.0,Mobile,Islamabad,Clothing,0,0,9,51791.6,3,Amex,51,4722.91,Biometric,0.6362,0,0,45,Male,Islamabad,Shopkeeper,194000,Salary,13.2
TXN_30001,USER_1353,5314.4,Online,2023-04-27 10:23:00,27110078.8,Tablet,Karachi,Clothing,0,0,5,80250.8,1,Discover,202,1607.61,OTP,0.9372,0,1,58,Female,Islamabad,Housewife,25000,Current,9.9
TXN_45926,USER_7190,10668.0,Online,2023-06-08 07:01:00,22494970.4,Tablet,Islamabad,Restaurants,0,0,4,105344.4,0,Visa,209,2141.19,Password,0.7429,0,0,34,Female,Multan,Housewife,15000,Savings,8.5
TXN_43824,USER_9641,19538.4,POS,2023-04-15 02:12:00,23680230.0,Laptop,Lahore,Restaurants,1,0,5,78041.6,1,Visa,143,3623.95,OTP,0.9892,1,1,64,Female,Hyderabad,Doctor,263000,Salary,9.0
TXN_17240,USER_7599,8288.0,ATM Withdrawal,2023-01-07 17:23:00,25556269.2,Mobile,Peshawar,Groceries,0,1,5,118627.6,3,Amex,132,3869.54,Biometric,0.4975,0,0,45,Female,Faisalabad,Freelancer,207000,Savings,11.7
TXN_4892,USER_1490,64680.0,POS,2023-04-21 10:33:00,14064080.8,Tablet,Peshawar,Restaurants,0,0,11,73130.4,2,Mastercard,11,736.9,Biometric,0.8829,0,1,22,Female,Faisalabad,Housewife,0,Savings,6.1
TXN_725,USER_9717,6854.4,POS,2023-07-26 12:48:00,25082016.4,Mobile,Islamabad,Electronics,0,0,10,106568.0,2,Mastercard,223,2541.13,Biometric,0.319,0,0,22,Male,Karachi,Business Owner,907000,Current,14.9
TXN_22949,USER_3789,66390.8,POS,2023-04-09 09:26:00,10788842.4,Mobile,Karachi,Electronics,0,0,5,111246.8,2,Discover,8,7.01,PIN,0.7501,1,0,62,Male,Islamabad,Student,39000,Savings,10.2
TXN_34657,USER_3467,85848.0,POS,2023-11-07 20:48:00,18600276.8,Laptop,Islamabad,Groceries,0,0,13,36411.2,0,Discover,108,1700.82,Biometric,0.4144,1,0,55,Female,Sialkot,Government Employee,79000,Current,8.7
TXN_37213,USER_1329,8321.6,POS,2023-11-24 10:43:00,24821717.2,Laptop,Peshawar,Groceries,0,0,3,15394.4,2,Mastercard,55,2254.22,OTP,0.4566,0,0,29,Female,Quetta,Shopkeeper,92000,Current,14.2
TXN_20304,USER_4932,34966.4,Online,2023-10-06 08:29:00,20304998.0,Tablet,Karachi,Electronics,0,0,4,128550.8,1,Mastercard,93,1379.33,Password,0.6091,0,0,56,Male,Lahore,Driver,48000,Savings,6.1
TXN_15269,USER_5318,7817.6,Bank Transfer,2023-11-14 02:39:00,21599354.0,Mobile,Rawalpindi,Clothing,0,0,3,130088.0,0,Discover,105,3061.09,Password,0.1976,0,0,68,Female,Karachi,Freelancer,302000,Current,13.4
TXN_22367,USER_7101,9629.2,Online,2023-12-31 06:09:00,12529885.2,Mobile,Peshawar,Groceries,0,0,10,95911.2,3,Amex,182,3093.97,OTP,0.673,0,0,55,Male,Lahore,Doctor,399000,Savings,8.1
TXN_42684,USER_7646,26614.0,Bank Transfer,2023-04-04 22:56:00,23295624.8,Mobile,Peshawar,Restaurants,0,0,10,10469.2,1,Amex,151,1498.03,Password,0.3344,0,0,27,Female,Karachi,Teacher,105000,Savings,7.5
TXN_46734,USER_8482,8876.0,Online,2023-05-20 13:52:00,23230018.0,Laptop,Karachi,Clothing,0,0,11,94805.2,2,Visa,103,4265.72,PIN,0.0055,0,0,57,Female,Hyderabad,Government Employee,114000,Salary,11.1
TXN_11732,USER_6828,53751.6,Online,2023-11-12 11:09:00,18924015.6,Tablet,Islamabad,Clothing,0,0,13,84739.2,3,Mastercard,41,4856.51,PIN,0.0958,0,0,47,Male,Lahore,Driver,31000,Salary,7.2
TXN_18619,USER_3415,12339.6,Bank Transfer,2023-08-03 19:10:00,3337065.2,Mobile,Islamabad,Groceries,0,0,11,105338.8,3,Visa,231,13.98,Password,0.3889,0,0,27,Female,Hyderabad,Freelancer,134000,Savings,6.5
TXN_48492,USER_1296,7106.4,ATM Withdrawal,2023-12-10 06:24:00,13637330.0,Tablet,Karachi,Clothing,1,0,7,32225.2,3,Mastercard,168,3408.27,PIN,0.3222,0,0,21,Male,Hyderabad,Engineer,244000,Savings,10.4
TXN_26803,USER_8825,110493.6,ATM Withdrawal,2023-11-12 01:51:00,19970070.4,Mobile,Karachi,Restaurants,0,0,7,88513.6,0,Discover,68,2684.63,Password,0.6492,0,0,28,Female,Rawalpindi,Driver,56000,Salary,12.6
TXN_44305,USER_2051,17743.6,POS,2023-07-16 12:59:00,13346228.0,Mobile,Peshawar,Groceries,0,0,4,30539.6,2,Discover,20,3572.45,Password,0.2708,0,0,34,Female,Lahore,Government Employee,139000,Savings,11.7
TXN_47522,USER_9409,4751.6,POS,2023-08-19 11:56:00,14606446.4,Mobile,Lahore,Electronics,0,0,10,89513.2,0,Visa,103,4184.27,Biometric,0.7169,0,0,60,Male,Hyderabad,Salaried Employee,112000,Salary,15.0
TXN_32207,USER_5520,101880.8,POS,2023-09-28 03:41:00,25210631.6,Laptop,Peshawar,Electronics,0,1,10,6879.6,2,Discover,140,4614.29,Password,0.2718,1,0,34,Male,Sialkot,Retired,98000,Savings,5.1
TXN_2530,USER_2517,29736.0,Bank Transfer,2023-08-18 05:12:00,8929407.2,Laptop,Peshawar,Electronics,0,0,6,117082.0,3,Visa,94,1352.51,Password,0.2693,0,0,52,Male,Peshawar,Business Owner,759000,Savings,10.2
TXN_17746,USER_2084,19717.6,Bank Transfer,2023-08-14 04:36:00,5949664.0,Laptop,Islamabad,Travel,0,0,1,105560.0,1,Discover,15,1571.39,Biometric,0.8499,0,0,53,Female,Karachi,Government Employee,79000,Savings,3.8
TXN_8270,USER_5180,5972.4,ATM Withdrawal,2023-06-24 01:10:00,26941507.6,Tablet,Lahore,Clothing,0,0,2,44794.4,0,Discover,77,1837.58,Biometric,0.1647,1,0,51,Female,Hyderabad,Engineer,232000,Salary,14.7
TXN_15079,USER_6874,17984.4,Bank Transfer,2023-04-05 19:36:00,18784648.4,Laptop,Karachi,Clothing,0,0,14,90871.2,0,Mastercard,38,3717.63,PIN,0.1274,0,0,20,Female,Islamabad,Housewife,25000,Salary,7.1
TXN_13624,USER_3288,83692.0,POS,2023-08-30 05:30:00,15584461.2,Tablet,Karachi,Travel,0,0,14,17024.0,1,Mastercard,42,2015.46,OTP,0.9441,0,1,33,Female,Islamabad,Housewife,15000,Current,11.3
TXN_30638,USER_2399,48630.4,POS,2023-06-17 10:53:00,14263208.4,Mobile,Peshawar,Groceries,0,0,10,79038.4,4,Discover,71,146.07,Biometric,0.7388,0,1,28,Male,Multan,Retired,87000,Savings,5.7
TXN_30440,USER_3739,35537.6,Online,2023-11-03 06:28:00,23944600.4,Tablet,Rawalpindi,Travel,0,0,12,104697.6,4,Discover,201,4787.71,PIN,0.3925,0,1,45,Female,Hyderabad,Doctor,341000,Savings,1.6
TXN_36056,USER_5231,11379.2,ATM Withdrawal,2023-07-23 14:46:00,21284706.8,Mobile,Peshawar,Electronics,0,0,5,100671.2,1,Amex,128,620.67,PIN,0.6901,0,0,49,Male,Multan,Doctor,496000,Savings,14.3
TXN_42651,USER_1970,3603.6,Online,2023-08-05 04:14:00,14352940.0,Tablet,Lahore,Clothing,0,0,1,64514.8,2,Discover,235,1729.86,Password,0.4653,1,0,48,Female,Sialkot,Driver,35000,Salary,11.1
TXN_36803,USER_1362,868.0,Bank Transfer,2023-03-30 12:02:00,21319692.8,Mobile,Lahore,Travel,0,0,10,57285.2,4,Visa,67,2958.68,PIN,0.7693,0,1,60,Female,Lahore,Freelancer,225000,Savings,10.8
TXN_48224,USER_7002,8755.6,Online,2023-05-28 21:51:00,1908012.4,Tablet,Lahore,Clothing,0,0,5,125787.2,2,Amex,122,8.34,Password,0.737,1,0,64,Male,Hyderabad,Engineer,259000,Current,5.2
TXN_29226,USER_6333,21565.6,ATM Withdrawal,2023-04-11 04:53:00,9867354.0,Tablet,Islamabad,Travel,0,0,10,65214.8,0,Discover,194,3686.61,OTP,0.4556,0,0,70,Female,Rawalpindi,Doctor,272000,Current,1.8
TXN_5633,USER_2927,2578.8,Bank Transfer,2023-05-07 01:01:00,8154199.2,Mobile,Karachi,Restaurants,0,0,3,16335.2,2,Visa,167,307.19,OTP,0.4958,0,0,18,Male,Multan,Doctor,279000,Current,12.9
TXN_5987,USER_4250,6986.0,POS,2023-10-03 07:09:00,11400673.2,Laptop,Peshawar,Clothing,0,0,1,16032.8,1,Mastercard,70,1674.43,OTP,0.3064,1,0,60,Female,Rawalpindi,Salaried Employee,98000,Current,14.5
TXN_48063,USER_1586,13448.4,Bank Transfer,2023-03-18 07:20:00,18135395.6,Laptop,Islamabad,Clothing,0,0,5,138630.8,1,Mastercard,12,417.64,Password,0.1824,0,0,62,Female,Islamabad,Housewife,20000,Salary,9.2
TXN_1812,USER_9555,8769.6,ATM Withdrawal,2023-12-27 23:35:00,3103094.4,Tablet,Peshawar,Travel,0,0,11,19168.8,3,Visa,31,2672.02,PIN,0.491,1,0,43,Male,Islamabad,Government Employee,156000,Salary,5.6
TXN_27578,USER_9814,17024.0,Online,2023-05-25 08:46:00,13461294.0,Mobile,Islamabad,Restaurants,0,0,1,36542.8,1,Mastercard,74,1388.4,Password,0.3993,1,0,62,Female,Islamabad,Retired,33000,Salary,13.8
TXN_16823,USER_9781,27669.6,Bank Transfer,2023-01-14 14:07:00,5824193.2,Tablet,Lahore,Restaurants,0,0,10,123208.4,0,Discover,151,743.79,Password,0.1682,0,0,67,Female,Multan,Teacher,97000,Salary,7.6
TXN_3928,USER_5143,9049.6,POS,2023-12-25 22:20:00,9867043.2,Tablet,Peshawar,Groceries,0,0,12,72954.0,1,Amex,93,2716.25,OTP,0.69,0,0,50,Male,Karachi,Salaried Employee,117000,Salary,5.9
TXN_37286,USER_6868,48846.0,POS,2023-12-18 16:19:00,20613104.4,Mobile,Karachi,Clothing,0,0,9,108253.6,3,Amex,207,4996.91,OTP,0.4651,1,0,59,Female,Peshawar,Student,19000,Salary,14.3
TXN_25045,USER_8955,30618.0,POS,2023-04-04 15:05:00,11862278.4,Mobile,Peshawar,Restaurants,0,0,4,99531.6,1,Discover,103,3099.26,Biometric,0.389,0,0,31,Female,Hyderabad,Government Employee,165000,Savings,11.2
TXN_15727,USER_9104,6302.8,ATM Withdrawal,2023-05-12 15:42:00,462453.6,Tablet,Peshawar,Restaurants,0,0,2,131779.2,0,Amex,23,205.3,Biometric,0.4306,1,0,58,Male,Hyderabad,Freelancer,339000,Current,10.8
TXN_29600,USER_3053,10060.4,ATM Withdrawal,2023-09-06 22:45:00,23479680.0,Laptop,Rawalpindi,Electronics,0,1,7,65340.8,2,Amex,167,1550.67,PIN,0.6015,0,0,60,Female,Karachi,Shopkeeper,98000,Savings,9.2
TXN_10430,USER_4414,79125.2,Bank Transfer,2023-09-04 16:01:00,17608746.4,Tablet,Lahore,Electronics,0,1,2,29579.2,0,Discover,104,1603.64,Password,0.8951,0,1,27,Male,Sialkot,Doctor,488000,Savings,9.9
TXN_25768,USER_2530,73864.0,ATM Withdrawal,2023-10-10 03:48:00,26547614.8,Tablet,Rawalpindi,Clothing,0,0,3,133366.8,2,Visa,139,1300.58,OTP,0.8601,0,1,33,Female,Faisalabad,Driver,32000,Current,1.7
TXN_29103,USER_5978,16461.2,POS,2023-03-15 22:49:00,22780668.4,Mobile,Peshawar,Groceries,0,0,8,104549.2,0,Discover,91,2367.83,PIN,0.2124,1,0,20,Female,Rawalpindi,Housewife,0,Savings,3.2
TXN_36537,USER_7333,34927.2,Bank Transfer,2023-05-21 14:40:00,17225838.0,Tablet,Islamabad,Travel,1,0,13,82048.4,1,Mastercard,196,2379.56,Password,0.4269,0,0,42,Female,Quetta,Business Owner,672000,Savings,14.2
TXN_39328,USER_7982,13697.6,POS,2023-11-09 05:58:00,3674868.4,Tablet,Karachi,Restaurants,0,0,1,36845.2,1,Mastercard,79,2898.69,Biometric,0.9879,1,1,22,Female,Sialkot,Retired,52000,Savings,3.5
TXN_35539,USER_1081,1391.6,ATM Withdrawal,2023-08-21 21:55:00,5461279.6,Tablet,Islamabad,Clothing,0,0,8,110420.8,3,Mastercard,205,3639.03,Password,0.3491,0,0,55,Male,Lahore,Driver,44000,Savings,13.1
TXN_28075,USER_8172,14112.0,Bank Transfer,2023-12-04 08:41:00,19878950.0,Mobile,Peshawar,Electronics,0,0,14,23769.2,1,Amex,74,1043.77,Password,0.5126,0,0,62,Male,Faisalabad,Government Employee,168000,Current,5.4
TXN_17840,USER_8784,50573.6,ATM Withdrawal,2023-07-05 08:50:00,14936868.8,Tablet,Karachi,Travel,0,0,4,13381.2,2,Discover,90,3326.17,Password,0.6589,0,0,37,Male,Islamabad,Doctor,592000,Savings,1.9
TXN_27802,USER_1446,39368.0,ATM Withdrawal,2023-09-26 17:13:00,3901937.2,Tablet,Karachi,Clothing,0,0,9,63660.8,1,Mastercard,200,2864.87,PIN,0.7153,0,0,33,Male,Peshawar,Engineer,220000,Savings,3.1
TXN_7682,USER_5144,64778.0,ATM Withdrawal,2023-09-11 11:35:00,26021494.8,Laptop,Rawalpindi,Groceries,0,0,8,134052.8,1,Visa,34,2273.51,Password,0.1123,1,0,44,Female,Quetta,Housewife,15000,Savings,14.3
